TradeID,EntryTime,OptionType,Delta,ShortStrike,LongStrike,Width,Premium,ProfitTarget,ProfitDateTime,ProfitPrice,StopLossDateTime,StopLossTarget,StopLossPrice,IsWin,Outcome,ProfitLoss,ProfitLossAfterSlippage,CommissionFees,Slippage,LossMultiple,TradesToday,VIX,OpenDate,OpenTime,CloseDate,CloseTime
1328206,1/3/2022 9:45:00 AM,P,0.00,4770.00,4740.00,30.00,2.20,P100,,,1/3/2022 9:47:00 AM,1.5x,5.50,False,Stop Loss,-3.30,-3.55,6.4,0.25,1.6,25,17.75,2022-01-03,09:45:00,2022-01-03,09:47:00
1328514,1/3/2022 10:00:00 AM,C,0.00,4790.00,4820.00,30.00,2.40,P100,,,1/3/2022 10:29:00 AM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,25,17.75,2022-01-03,10:00:00,2022-01-03,10:29:00
1329058,1/3/2022 10:15:00 AM,P,0.00,4760.00,4730.00,30.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,17.75,2022-01-03,10:15:00,,
1329418,1/3/2022 10:30:00 AM,P,0.00,4770.00,4750.00,20.00,2.40,P100,,,1/3/2022 11:18:00 AM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,17.75,2022-01-03,10:30:00,2022-01-03,11:18:00
1329694,1/3/2022 10:45:00 AM,C,0.00,4795.00,4825.00,30.00,1.75,P100,,,1/3/2022 2:44:00 PM,1.5x,4.37,False,Stop Loss,-2.62,-2.87,6.4,0.25,1.6,0,17.75,2022-01-03,10:45:00,2022-01-03,14:44:00
1330134,1/3/2022 11:00:00 AM,P,0.00,4765.00,4735.00,30.00,2.30,P100,,,1/3/2022 11:35:00 AM,1.5x,5.75,False,Stop Loss,-3.45,-3.70,6.4,0.25,1.6,0,17.75,2022-01-03,11:00:00,2022-01-03,11:35:00
1330382,1/3/2022 11:15:00 AM,C,0.00,4785.00,4815.00,30.00,2.50,P100,,,1/3/2022 2:08:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,17.75,2022-01-03,11:15:00,2022-01-03,14:08:00
1330730,1/3/2022 11:30:00 AM,C,0.00,4785.00,4805.00,20.00,2.50,P100,,,1/3/2022 2:08:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,17.75,2022-01-03,11:30:00,2022-01-03,14:08:00
1331086,1/3/2022 11:45:00 AM,C,0.00,4785.00,4815.00,30.00,2.40,P100,,,1/3/2022 2:08:00 PM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,17.75,2022-01-03,11:45:00,2022-01-03,14:08:00
1331478,1/3/2022 12:00:00 PM,P,0.00,4760.00,4730.00,30.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,17.75,2022-01-03,12:00:00,,
1331766,1/3/2022 12:15:00 PM,P,0.00,4765.00,4740.00,25.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,17.75,2022-01-03,12:15:00,,
1332082,1/3/2022 12:30:00 PM,P,0.00,4765.00,4735.00,30.00,1.85,P100,,,,1.5x,,True,Expiration,1.85,1.80,3.2,0.05,0,0,17.75,2022-01-03,12:30:00,,
1332354,1/3/2022 12:45:00 PM,P,0.00,4765.00,4735.00,30.00,2.35,P100,,,,1.5x,,True,Expiration,2.35,2.30,3.2,0.05,0,0,17.75,2022-01-03,12:45:00,,
1332534,1/3/2022 1:00:00 PM,C,0.00,4785.00,4810.00,25.00,1.70,P100,,,1/3/2022 1:54:00 PM,1.5x,4.25,False,Stop Loss,-2.55,-2.80,6.4,0.25,1.6,0,17.75,2022-01-03,13:00:00,2022-01-03,13:54:00
1332886,1/3/2022 1:15:00 PM,P,0.00,4770.00,4740.00,30.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,17.75,2022-01-03,13:15:00,,
1333170,1/3/2022 1:30:00 PM,P,0.00,4770.00,4740.00,30.00,1.95,P100,,,,1.5x,,True,Expiration,1.95,1.90,3.2,0.05,0,0,17.75,2022-01-03,13:30:00,,
1333406,1/3/2022 1:45:00 PM,P,0.00,4775.00,4745.00,30.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,17.75,2022-01-03,13:45:00,,
1333642,1/3/2022 2:00:00 PM,P,0.00,4780.00,4750.00,30.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,17.75,2022-01-03,14:00:00,,
1333866,1/3/2022 2:15:00 PM,P,0.00,4780.00,4755.00,25.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,17.75,2022-01-03,14:15:00,,
1334102,1/3/2022 2:30:00 PM,P,0.00,4780.00,4750.00,30.00,1.80,P100,,,,1.5x,,True,Expiration,1.80,1.75,3.2,0.05,0,0,17.75,2022-01-03,14:30:00,,
1334310,1/3/2022 2:45:00 PM,P,0.00,4790.00,4770.00,20.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,17.75,2022-01-03,14:45:00,,
1334534,1/3/2022 3:00:00 PM,P,0.00,4785.00,4755.00,30.00,1.90,P100,,,,1.5x,,True,Expiration,1.90,1.85,3.2,0.05,0,0,17.75,2022-01-03,15:00:00,,
1334714,1/3/2022 3:15:00 PM,P,0.00,4785.00,4755.00,30.00,1.20,P100,,,,1.5x,,True,Expiration,1.20,1.15,3.2,0.05,0,0,17.75,2022-01-03,15:15:00,,
1334882,1/3/2022 3:30:00 PM,P,0.00,4790.00,4760.00,30.00,2.25,P100,,,1/3/2022 3:44:00 PM,1.5x,5.62,False,Stop Loss,-3.37,-3.62,6.4,0.25,1.6,0,17.75,2022-01-03,15:30:00,2022-01-03,15:44:00
1334970,1/3/2022 3:45:00 PM,C,0.00,4790.00,4810.00,20.00,1.70,P100,,,1/3/2022 3:48:00 PM,1.5x,4.25,False,Stop Loss,-2.55,-2.80,6.4,0.25,1.6,0,17.75,2022-01-03,15:45:00,2022-01-03,15:48:00
1335190,1/5/2022 9:33:00 AM,C,0.00,4810.00,4840.00,30.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,26,17.17,2022-01-05,09:33:00,,
1335658,1/5/2022 9:45:00 AM,C,0.00,4810.00,4840.00,30.00,1.90,P100,,,,1.5x,,True,Expiration,1.90,1.85,3.2,0.05,0,0,17.17,2022-01-05,09:45:00,,
1336170,1/5/2022 10:00:00 AM,P,0.00,4770.00,4750.00,20.00,2.30,P100,,,1/5/2022 2:05:00 PM,1.5x,5.75,False,Stop Loss,-3.45,-3.70,6.4,0.25,1.6,26,17.17,2022-01-05,10:00:00,2022-01-05,14:05:00
1336470,1/5/2022 10:15:00 AM,C,0.00,4805.00,4835.00,30.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,17.17,2022-01-05,10:15:00,,
1336978,1/5/2022 10:30:00 AM,P,0.00,4775.00,4750.00,25.00,2.35,P100,,,1/5/2022 1:00:00 PM,1.5x,5.87,False,Stop Loss,-3.52,-3.77,6.4,0.25,1.6,0,17.17,2022-01-05,10:30:00,2022-01-05,13:00:00
1337278,1/5/2022 10:45:00 AM,C,0.00,4805.00,4830.00,25.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,17.17,2022-01-05,10:45:00,,
1337754,1/5/2022 11:00:00 AM,P,0.00,4775.00,4750.00,25.00,2.45,P100,,,1/5/2022 1:08:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,17.17,2022-01-05,11:00:00,2022-01-05,13:08:00
1338046,1/5/2022 11:15:00 AM,C,0.00,4800.00,4820.00,20.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,17.17,2022-01-05,11:15:00,,
1338482,1/5/2022 11:30:00 AM,P,0.00,4775.00,4755.00,20.00,2.40,P100,,,1/5/2022 1:09:00 PM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,17.17,2022-01-05,11:30:00,2022-01-05,13:09:00
1338762,1/5/2022 11:45:00 AM,C,0.00,4795.00,4815.00,20.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,17.17,2022-01-05,11:45:00,,
1339118,1/5/2022 12:00:00 PM,C,0.00,4800.00,4830.00,30.00,1.65,P100,,,,1.5x,,True,Expiration,1.65,1.60,3.2,0.05,0,0,17.17,2022-01-05,12:00:00,,
1339546,1/5/2022 12:15:00 PM,P,0.00,4775.00,4755.00,20.00,2.50,P100,,,1/5/2022 1:10:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,17.17,2022-01-05,12:15:00,2022-01-05,13:10:00
